"","pool","prevalence","above.llod","limit","pos","total.tests","tests.per.sample","tn","tp","fn","fp","ppa","est","lwr.ci","upr.ci"
"116",4,0.01,0.1,35,0.04,1.15755385452,0.28938846363,0.96059601,0.03938846363,1.552637e-05,0,0.99960596959851,0.99960596959851,0.9989848091808,0.999894014238134
"117",4,0.01,0.15,35,0.04,1.157615489548,0.289403872387,0.96059601,0.039403872387,1.17613e-07,0,0.999997015200745,0.999997015200745,0.999624933282239,1
"118",4,0.01,0.2,35,0.04,1.157584908848,0.289396227212,0.96059601,0.039396227212,7.762788e-06,0,0.999802994874377,0.999802994874377,0.999282477851809,0.999976703958608
"119",4,0.01,0.25,35,0.04,1.157569385648,0.289392346412,0.96059601,0.039392346412,1.1643588e-05,0,0.999704507386181,0.999704507386181,0.999130307954831,0.999940062457715
"120",4,0.01,0.3,35,0.04,1.15758490726,0.289396226815,0.96059601,0.039396226815,7.763185e-06,0,0.999802984799255,0.999802984799255,0.999282461829524,0.999976700867675
"121",4,0.03,0.05,35,0.12,1.458826601944,0.364706650486,0.88529281,0.114706650486,5.39514e-07,0,0.999995296598234,0.999995296598234,0.999621362772397,1
"122",4,0.03,0.1,35,0.12,1.458734962552,0.364683740638,0.88529281,0.114683740638,2.3449362e-05,0,0.999795571995095,0.999795571995095,0.99927070260296,0.999974383913321
"123",4,0.03,0.15,35,0.12,1.458824694988,0.364706173747,0.88529281,0.114706173747,1.016253e-06,0,0.99999114045946,0.99999114045946,0.99961280369455,1
"124",4,0.03,0.2,35,0.12,1.458828759028,0.364707189757,0.88529281,0.114707189757,2.43e-10,0,0.999999997881563,0.999999997881563,0.999631175630634,1
"125",4,0.03,0.25,35,0.12,1.458741143392,0.364685285848,0.88529281,0.114685285848,2.1904152e-05,0,0.999809042903065,0.999809042903065,0.999292115862703,0.999978530180778
"126",4,0.03,0.3,35,0.12,1.458784951696,0.364696237924,0.88529281,0.114696237924,1.0952076e-05,0,0.999904521451532,0.999904521451532,0.999450824660556,0.999997918890948
"127",4,0.05,0.05,35,0.2,1.7418899725,0.435472493125,0.81450625,0.185472493125,2.1256875e-05,0,0.999885403820884,0.999885403820884,0.999417864028776,0.999995668383103
"128",4,0.05,0.1,35,0.2,1.74189016,0.43547254,0.81450625,0.18547254,2.121e-05,0,0.999885656524816,0.999885656524816,0.999418295110644,0.999995703996374
"129",4,0.05,0.15,35,0.2,1.7419060275,0.435476506875,0.81450625,0.185476506875,1.7243125e-05,0,0.99990704201624,0.99990704201624,0.99945522619284,0.999998148242809
"130",4,0.05,0.2,35,0.2,1.7419692025,0.435492300625,0.81450625,0.185492300625,1.449375e-06,0,0.99999218639442,0.99999218639442,0.99961494787262,1
"131",4,0.05,0.25,35,0.2,1.7418269825,0.435456745625,0.81450625,0.185456745625,3.7004375e-05,0,0.99980050877725,0.99980050877725,0.999278527554571,0.999975936419752
"132",4,0.05,0.3,35,0.2,1.7419693925,0.435492348125,0.81450625,0.185492348125,1.401875e-06,0,0.999992442467738,0.999992442467738,0.999615473814591,1
"133",4,0.1,0.05,35,0.4,2.37546104,0.59386526,0.6561,0.34386526,3.474e-05,0,0.999898982262286,0.999898982262286,0.999441199284312,0.999997359805015
"134",4,0.1,0.1,35,0.4,2.37557912,0.59389478,0.6561,0.34389478,5.22e-06,0,0.999984821168944,0.999984821168944,0.999599981656126,0.999999999999998
